first_name,city,email,customer_id,order_id,order_date,shipped_date,product_name,list_price,quantity,net_revenue,order_year,order_month,cost_price,profit,profit_margin,Customer Segment,month_year
Jerald,East Elmhurst,jerald.blackwell@hotmail.com,1004,347,2016-08-02,2016-08-05,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2016,8,179.99,99.0,35.49,New,2016-08
Bernetta,Longview,bernetta.summers@aol.com,1337,326,2016-07-20,2016-07-22,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2016,7,179.99,99.0,35.49,New,2016-07
Desmond,Mount Vernon,desmond.rose@hotmail.com,1131,1460,2018-03-21,2018-03-23,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,278.99,2018,3,179.99,99.0,35.49,New,2018-03
Nanette,Glendora,nanette.roman@yahoo.com,1251,815,2017-04-03,2017-04-04,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2017,4,179.99,99.0,35.49,New,2017-04
Cindi,Floral Park,cindi.ellis@yahoo.com,1079,172,2016-04-11,2016-04-14,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2016,4,179.99,99.0,35.49,New,2016-04
Cassie,Brooklyn,cassie.cline@gmail.com,1442,1036,2017-07-30,2017-07-31,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,278.99,2017,7,179.99,99.0,35.49,New,2017-07
Cami,Massapequa,cami.williamson@hotmail.com,1002,1207,2017-10-26,2017-10-27,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2017,10,179.99,99.0,35.49,New,2017-10
Jina,Howard Beach,jina.cooper@aol.com,370,137,2016-03-23,2016-03-25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,278.99,2016,3,179.99,99.0,35.49,New,2016-03
Selene,Duarte,selene.austin@msn.com,530,687,2017-02-02,2017-02-04,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,278.99,2017,2,179.99,99.0,35.49,New,2017-02
Somer,Huntington Station,somer.jordan@msn.com,334,1117,2017-09-08,2017-09-10,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,9,209.99,70.0,25.0,New,2017-09
Barry,Centereach,barry.buckner@gmail.com,290,1018,2017-07-22,2017-07-23,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,7,209.99,70.0,25.0,New,2017-07
Oliva,Elmhurst,oliva.blackwell@hotmail.com,748,1014,2017-07-19,2017-07-21,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,279.99,2017,7,209.99,70.0,25.0,New,2017-07
Rutha,Canyon Country,rutha.howell@gmail.com,242,918,2017-05-30,2017-05-31,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,5,209.99,70.0,25.0,New,2017-05
Mica,Hopewell Junction,mica.barry@yahoo.com,1283,1035,2017-07-30,2017-08-02,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,279.99,2017,7,209.99,70.0,25.0,New,2017-07
Winfred,East Meadow,winfred.harris@msn.com,234,806,2017-03-30,2017-03-31,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,279.99,2017,3,209.99,70.0,25.0,New,2017-03
Narcisa,Amarillo,narcisa.knapp@aol.com,482,1222,2017-11-01,2017-11-03,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,279.99,2017,11,209.99,70.0,25.0,New,2017-11
Kylee,Amityville,kylee.dickson@gmail.com,604,1319,2017-12-27,2017-12-30,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,12,209.99,70.0,25.0,New,2017-12
Kellye,Baldwinsville,kellye.campbell@gmail.com,837,1024,2017-07-23,2017-07-26,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,7,209.99,70.0,25.0,New,2017-07
Treasa,Rockville Centre,treasa.dickerson@hotmail.com,1098,1254,2017-11-18,2017-11-19,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,279.99,2017,11,209.99,70.0,25.0,New,2017-11
Zina,San Lorenzo,zina.bonner@hotmail.com,81,679,2017-01-29,2017-01-30,Trek Boy's Kickster - 2015/2017,149.99,2,284.98,2017,1,89.99,105.00000000000003,36.84,Regular,2017-01
Adrien,Rego Park,adrien.hunter@yahoo.com,1412,1193,2017-10-17,2017-10-19,Trek Boy's Kickster - 2015/2017,149.99,2,284.98,2017,10,89.99,105.00000000000003,36.84,Regular,2017-10
Maryalice,Richardson,maryalice.henry@msn.com,1072,748,2017-03-03,2017-03-04,Trek Boy's Kickster - 2015/2017,149.99,2,284.98,2017,3,89.99,105.00000000000003,36.84,Regular,2017-03
Mireille,Oxnard,mireille.puckett@hotmail.com,287,1452,2018-03-20,2018-03-23,Trek Girl's Kickster - 2017,149.99,2,284.98,2018,3,89.99,105.00000000000003,36.84,Regular,2018-03
Malinda,Whitestone,malinda.baxter@yahoo.com,502,1353,2018-01-17,2018-01-18,Trek Girl's Kickster - 2017,149.99,2,284.98,2018,1,89.99,105.00000000000003,36.84,Regular,2018-01
Evelina,Buffalo,evelina.byrd@msn.com,629,814,2017-04-02,2017-04-03,Trek Boy's Kickster - 2015/2017,149.99,2,284.98,2017,4,89.99,105.00000000000003,36.84,Regular,2017-04
Armando,Richardson,armando.black@gmail.com,1105,803,2017-03-28,2017-03-30,Trek Boy's Kickster - 2015/2017,149.99,2,284.98,2017,3,89.99,105.00000000000003,36.84,Regular,2017-03
Danyell,Central Islip,danyell.dickerson@msn.com,941,319,2016-07-18,2016-07-21,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,7,179.99,105.0,36.84,New,2016-07
Annis,Los Angeles,annis.sanchez@aol.com,975,646,2017-01-09,2017-01-11,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,284.99,2017,1,179.99,105.0,36.84,New,2017-01
Keitha,Lindenhurst,keitha.black@yahoo.com,1094,96,2016-02-27,2016-02-28,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,2,179.99,105.0,36.84,New,2016-02
Jewel,Oakland Gardens,jewel.sparks@aol.com,1144,539,2016-11-02,2016-11-03,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,11,179.99,105.0,36.84,New,2016-11
Delana,Clifton Park,delana.wagner@aol.com,930,1111,2017-09-04,2017-09-05,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,284.99,2017,9,179.99,105.0,36.84,New,2017-09
Shirely,El Paso,shirely.stanley@gmail.com,576,390,2016-08-22,2016-08-25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,8,179.99,105.0,36.84,New,2016-08
Whitley,Coram,whitley.cannon@msn.com,1311,1097,2017-08-27,2017-08-28,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,284.99,2017,8,179.99,105.0,36.84,New,2017-08
Tammera,Oakland,tammera.fischer@hotmail.com,522,394,2016-08-26,2016-08-29,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,8,179.99,105.0,36.84,New,2016-08
Lore,Buffalo,lore.sykes@aol.com,864,724,2017-02-19,2017-02-21,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2017,2,179.99,105.0,36.84,New,2017-02
Clare,Mahopac,clare.neal@msn.com,467,1267,2017-11-25,2017-11-26,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,284.99,2017,11,179.99,105.0,36.84,New,2017-11
Onita,Glen Cove,onita.macdonald@yahoo.com,876,490,2016-10-07,2016-10-09,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,10,179.99,105.0,36.84,New,2016-10
Gilberte,El Paso,gilberte.duke@gmail.com,883,853,2017-04-21,2017-04-24,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,284.99,2017,4,179.99,105.0,36.84,New,2017-04
Deandrea,Yonkers,deandrea.vega@gmail.com,1145,989,2017-07-02,2017-07-03,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,284.99,2017,7,179.99,105.0,36.84,New,2017-07
Deanne,Lindenhurst,deanne.parsons@aol.com,594,1343,2018-01-13,2018-01-14,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,284.99,2018,1,179.99,105.0,36.84,New,2018-01
Ruthanne,Torrance,ruthanne.hoover@aol.com,919,191,2016-04-27,2016-04-28,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,4,179.99,105.0,36.84,New,2016-04
Shanna,Canandaigua,shanna.bonner@msn.com,1028,453,2016-09-22,2016-09-25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,9,179.99,105.0,36.84,New,2016-09
Novella,Glen Cove,novella.patel@gmail.com,966,920,2017-05-30,2017-06-02,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,284.99,2017,5,179.99,105.0,36.84,New,2017-05
Grace,San Pablo,grace.madden@gmail.com,487,587,2016-12-06,2016-12-08,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,12,179.99,105.0,36.84,New,2016-12
Tricia,Forney,tricia.daniels@gmail.com,560,615,2016-12-19,2016-12-21,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,284.99,2016,12,179.99,105.0,36.84,New,2016-12
Novella,Glendora,novella.ross@gmail.com,1332,839,2017-04-15,2017-04-16,Haro Downtown 16 - 2017,329.99,1,296.99,2017,4,197.99,99.0,33.33,New,2017-04
Corinna,Rosedale,corinna.adams@msn.com,836,970,2017-06-22,2017-06-23,Haro Downtown 16 - 2017,329.99,1,296.99,2017,6,197.99,99.0,33.33,New,2017-06
Courtney,Garden City,courtney.wyatt@gmail.com,453,1068,2017-08-17,2017-08-19,Trek Precaliber 12 Boys - 2017,189.99,2,303.98,2017,8,113.99,76.00000000000003,25.0,Regular,2017-08
Izola,Woodhaven,izola.hobbs@gmail.com,435,1261,2017-11-23,2017-11-24,Trek Precaliber 12 Girls - 2017,189.99,2,303.98,2017,11,113.99,76.00000000000003,25.0,Regular,2017-11
Kenyetta,Flushing,kenyetta.mason@msn.com,1187,1392,2018-02-13,2018-02-14,Trek Precaliber 12 Boys - 2017,189.99,2,303.98,2018,2,113.99,76.00000000000003,25.0,Regular,2018-02
Efren,Nanuet,efren.oliver@gmail.com,462,1233,2017-11-06,2017-11-08,Trek Precaliber 12 Boys - 2017,189.99,2,303.98,2017,11,113.99,76.00000000000003,25.0,Regular,2017-11
Siobhan,Levittown,siobhan.lang@gmail.com,948,837,2017-04-13,2017-04-14,Trek Precaliber 12 Boys - 2017,189.99,2,303.98,2017,4,113.99,76.00000000000003,25.0,Regular,2017-04
Cassidy,Astoria,cassidy.clark@hotmail.com,821,1309,2017-12-22,2017-12-24,Trek Precaliber 12 Boys - 2017,189.99,2,303.98,2017,12,113.99,76.00000000000003,25.0,Regular,2017-12
Alesia,Selden,alesia.horne@aol.com,380,686,2017-02-01,2017-02-04,Trek Precaliber 12 Girls - 2017,189.99,2,303.98,2017,2,113.99,76.00000000000003,25.0,Regular,2017-02
Rudolf,Maspeth,rudolf.moran@gmail.com,597,848,2017-04-18,2017-04-20,Trek Precaliber 12 Girls - 2017,189.99,2,303.98,2017,4,113.99,76.00000000000003,25.0,Regular,2017-04
Pearl,Uniondale,pearl.fox@yahoo.com,494,1127,2017-09-15,2017-09-16,Haro Flightline One ST - 2017,379.99,1,303.99,2017,9,227.99,76.0,25.0,New,2017-09
Basil,San Lorenzo,basil.ballard@yahoo.com,621,995,2017-07-11,2017-07-14,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,305.99,2017,7,203.99,102.0,33.33,New,2017-07
Heather,Jamestown,heather.chaney@yahoo.com,998,1238,2017-11-09,2017-11-11,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,305.99,2017,11,203.99,102.0,33.33,New,2017-11
Elaina,Plainview,elaina.key@msn.com,895,1034,2017-07-30,2017-07-31,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,305.99,2017,7,203.99,102.0,33.33,New,2017-07
Olimpia,Oakland Gardens,olimpia.mays@aol.com,1070,1006,2017-07-15,2017-07-17,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,312.29,2017,7,208.19,104.10000000000002,33.33,New,2017-07
Justina,Baldwin,justina.jenkins@yahoo.com,315,808,2017-03-31,2017-04-02,Haro Downtown 16 - 2017,329.99,1,313.49,2017,3,197.99,115.5,36.84,New,2017-03
Toya,Long Beach,toya.pratt@yahoo.com,190,651,2017-01-11,2017-01-13,Haro Downtown 16 - 2017,329.99,1,313.49,2017,1,197.99,115.5,36.84,New,2017-01
Klara,Rome,klara.kim@gmail.com,858,667,2017-01-22,2017-01-25,Haro Downtown 16 - 2017,329.99,1,313.49,2017,1,197.99,115.5,36.84,New,2017-01
Annett,Scarsdale,annett.garrett@yahoo.com,301,817,2017-04-04,2017-04-07,Haro Downtown 16 - 2017,329.99,1,313.49,2017,4,197.99,115.5,36.84,New,2017-04
Collen,San Pablo,collen.dennis@gmail.com,1097,690,2017-02-03,2017-02-06,Haro Downtown 16 - 2017,329.99,1,313.49,2017,2,197.99,115.5,36.84,New,2017-02
Jesus,Desoto,jesus.burch@hotmail.com,1230,862,2017-04-27,2017-04-29,Haro Downtown 16 - 2017,329.99,1,313.49,2017,4,197.99,115.5,36.84,New,2017-04
Mellisa,Los Banos,mellisa.griffin@msn.com,1225,1040,2017-08-04,2017-08-05,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,314.99,2017,8,209.99,105.0,33.33,New,2017-08
Siobhan,Levittown,siobhan.lang@gmail.com,948,837,2017-04-13,2017-04-14,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,314.99,2017,4,209.99,105.0,33.33,New,2017-04
Nakisha,Port Washington,nakisha.clay@gmail.com,1197,1239,2017-11-09,2017-11-11,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,314.99,2017,11,209.99,105.0,33.33,New,2017-11
Deangelo,Rosedale,deangelo.cooley@aol.com,1009,1106,2017-09-02,2017-09-04,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,314.99,2017,9,209.99,105.0,33.33,New,2017-09
Hubert,Ridgecrest,hubert.stone@hotmail.com,1138,728,2017-02-20,2017-02-23,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,314.99,2017,2,209.99,105.0,33.33,New,2017-02
Diana,Bronx,diana.reyes@msn.com,978,1134,2017-09-19,2017-09-20,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,314.99,2017,9,209.99,105.0,33.33,New,2017-09
Melodie,Smithtown,melodie.melton@yahoo.com,878,1303,2017-12-16,2017-12-18,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,314.99,2017,12,209.99,105.0,33.33,New,2017-12
Natosha,Ballston Spa,natosha.rowland@aol.com,243,1236,2017-11-08,2017-11-09,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,314.99,2017,11,209.99,105.0,33.33,New,2017-11
Nichelle,Garden City,nichelle.rosario@hotmail.com,1015,790,2017-03-19,2017-03-22,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,314.99,2017,3,209.99,105.0,33.33,New,2017-03
Lolita,Massapequa Park,lolita.o'neill@aol.com,706,990,2017-07-04,2017-07-07,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,314.99,2017,7,209.99,105.0,33.33,New,2017-07
Chi,Palos Verdes Peninsula,chi.goff@aol.com,78,801,2017-03-28,2017-03-30,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,316.19,2017,3,203.99,112.19999999999999,35.48,New,2017-03
Terrance,Plattsburgh,terrance.lynn@yahoo.com,128,1284,2017-12-04,2017-12-07,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,316.19,2017,12,203.99,112.19999999999999,35.48,New,2017-12
Eliana,Farmingdale,eliana.silva@gmail.com,113,1264,2017-11-24,2017-11-25,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,316.19,2017,11,203.99,112.19999999999999,35.48,New,2017-11
Ollie,Anaheim,ollie.zimmerman@yahoo.com,110,1252,2017-11-18,2017-11-21,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,1,322.39,2017,11,241.79,80.6,25.0,New,2017-11
Hermila,Coachella,hermila.mckay@yahoo.com,751,991,2017-07-06,2017-07-09,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,1,322.39,2017,7,241.79,80.6,25.0,New,2017-07
Klara,Rome,klara.kim@gmail.com,858,667,2017-01-22,2017-01-25,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,1,322.39,2017,1,241.79,80.6,25.0,New,2017-01
Penni,Anaheim,penni.best@msn.com,1418,1002,2017-07-14,2017-07-16,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,1,322.39,2017,7,241.79,80.6,25.0,New,2017-07
Flossie,Massapequa Park,flossie.holder@msn.com,255,749,2017-03-04,2017-03-05,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,1,322.39,2017,3,241.79,80.6,25.0,New,2017-03
Luz,Fresno,luz.house@gmail.com,120,907,2017-05-24,2017-05-27,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,322.7,2017,5,208.19,114.50999999999999,35.48,New,2017-05
Tisa,Monsey,tisa.whitney@yahoo.com,353,1022,2017-07-23,2017-07-24,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,322.7,2017,7,208.19,114.50999999999999,35.48,New,2017-07
Rita,Ossining,rita.bailey@hotmail.com,650,959,2017-06-18,2017-06-21,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,322.7,2017,6,208.19,114.50999999999999,35.48,New,2017-06
Blanca,Ozone Park,blanca.hooper@msn.com,367,779,2017-03-15,2017-03-18,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,322.99,2017,3,203.99,119.0,36.84,New,2017-03
Louanne,Yuba City,louanne.martin@hotmail.com,97,867,2017-05-01,2017-05-02,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,322.99,2017,5,203.99,119.0,36.84,New,2017-05
Elvina,Pleasanton,elvina.gates@hotmail.com,1216,1299,2017-12-15,2017-12-16,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,322.99,2017,12,203.99,119.0,36.84,New,2017-12
Rudolf,Palos Verdes Peninsula,rudolf.gilliam@aol.com,519,912,2017-05-27,2017-05-29,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,322.99,2017,5,203.99,119.0,36.84,New,2017-05
Vashti,Bronx,vashti.rosario@yahoo.com,356,1023,2017-07-23,2017-07-25,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,325.49,2017,7,209.99,115.5,35.48,New,2017-07
Dane,Canandaigua,dane.mcdaniel@hotmail.com,1046,876,2017-05-05,2017-05-06,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,325.49,2017,5,209.99,115.5,35.48,New,2017-05
Glady,Syosset,glady.wells@gmail.com,1317,1102,2017-08-29,2017-08-31,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,325.49,2017,8,209.99,115.5,35.48,New,2017-08
Conrad,Massapequa,conrad.mueller@yahoo.com,1316,925,2017-06-02,2017-06-03,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,325.49,2017,6,209.99,115.5,35.48,New,2017-06
Jasmin,Helotes,jasmin.young@gmail.com,543,698,2017-02-06,2017-02-09,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,325.49,2017,2,209.99,115.5,35.48,New,2017-02
Yevette,Jackson Heights,yevette.elliott@aol.com,690,774,2017-03-12,2017-03-14,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,329.64,2017,3,208.19,121.44999999999999,36.84,New,2017-03
Tuyet,South El Monte,tuyet.rosa@aol.com,1152,765,2017-03-09,2017-03-12,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,329.64,2017,3,208.19,121.44999999999999,36.84,New,2017-03
Cassidy,Astoria,cassidy.clark@hotmail.com,821,1309,2017-12-22,2017-12-24,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,329.64,2017,12,208.19,121.44999999999999,36.84,New,2017-12
Elmira,Spring Valley,elmira.levy@gmail.com,1126,1384,2018-02-08,2018-02-09,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,332.49,2018,2,209.99,122.5,36.84,New,2018-02
Serina,Jamaica,serina.hensley@yahoo.com,456,1057,2017-08-12,2017-08-13,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,332.49,2017,8,209.99,122.5,36.84,New,2017-08
Elenore,Mcallen,elenore.william@msn.com,910,731,2017-02-25,2017-02-27,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,332.49,2017,2,209.99,122.5,36.84,New,2017-02
Phebe,Sunnyside,phebe.turner@aol.com,880,955,2017-06-17,2017-06-18,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,332.49,2017,6,209.99,122.5,36.84,New,2017-06
Dwain,Smithtown,dwain.carlson@gmail.com,870,725,2017-02-19,2017-02-22,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,332.49,2017,2,209.99,122.5,36.84,New,2017-02
Bridgette,San Lorenzo,bridgette.guerra@hotmail.com,47,897,2017-05-20,2017-05-21,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,332.49,2017,5,209.99,122.5,36.84,New,2017-05
Phuong,Schenectady,phuong.wolf@yahoo.com,1260,1091,2017-08-24,2017-08-25,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,332.49,2017,8,209.99,122.5,36.84,New,2017-08
Lekisha,Freeport,lekisha.pope@msn.com,1342,1209,2017-10-26,2017-10-29,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,332.49,2017,10,209.99,122.5,36.84,New,2017-10
Kim,Merrick,kim.clark@msn.com,1183,1150,2017-09-28,2017-09-30,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,1,332.49,2017,9,209.99,122.5,36.84,New,2017-09
Renato,Mount Vernon,renato.morton@msn.com,828,1094,2017-08-25,2017-08-28,Sun Bicycles Cruz 7 - 2017,416.99,1,333.59,2017,8,250.19,83.39999999999998,25.0,New,2017-08
Kattie,Helotes,kattie.stevenson@aol.com,953,758,2017-03-06,2017-03-07,Sun Bicycles Cruz 7 - Women's - 2017,416.99,1,333.59,2017,3,250.19,83.39999999999998,25.0,New,2017-03
Arie,Flushing,arie.hunter@msn.com,1345,1008,2017-07-16,2017-07-18,Sun Bicycles Atlas X-Type - 2017,416.99,1,333.59,2017,7,250.19,83.39999999999998,25.0,New,2017-07
Ilona,Port Jefferson Station,ilona.spears@gmail.com,713,1308,2017-12-22,2017-12-24,Sun Bicycles Cruz 7 - 2017,416.99,1,333.59,2017,12,250.19,83.39999999999998,25.0,New,2017-12
Angelique,South El Monte,angelique.merrill@gmail.com,776,849,2017-04-19,2017-04-21,Sun Bicycles Cruz 7 - Women's - 2017,416.99,1,333.59,2017,4,250.19,83.39999999999998,25.0,New,2017-04
Skye,Richmond Hill,skye.pope@yahoo.com,618,948,2017-06-15,2017-06-17,Haro Shredder 20 - 2017,209.99,2,335.98,2017,6,125.99,84.00000000000003,25.0,Regular,2017-06
Phillis,Clifton Park,phillis.fowler@aol.com,805,714,2017-02-14,2017-02-15,Haro Shredder 20 - 2017,209.99,2,335.98,2017,2,125.99,84.00000000000003,25.0,Regular,2017-02
Letitia,Saratoga Springs,letitia.franco@aol.com,95,804,2017-03-29,2017-03-30,Trek Precaliber 16 Boys - 2017,209.99,2,335.98,2017,3,125.99,84.00000000000003,25.0,Regular,2017-03
Buford,Bellmore,buford.gilbert@yahoo.com,517,1133,2017-09-19,2017-09-21,Trek Precaliber 16 Girls - 2017,209.99,2,335.98,2017,9,125.99,84.00000000000003,25.0,Regular,2017-09
Kermit,Patchogue,kermit.hyde@hotmail.com,775,855,2017-04-22,2017-04-25,Haro Shredder 20 Girls - 2017,209.99,2,335.98,2017,4,125.99,84.00000000000003,25.0,Regular,2017-04
Edra,Central Islip,edra.fitzgerald@msn.com,408,1019,2017-07-22,2017-07-24,Haro Shredder 20 Girls - 2017,209.99,2,335.98,2017,7,125.99,84.00000000000003,25.0,Regular,2017-07
Raeann,Anaheim,raeann.duncan@aol.com,1066,1340,2018-01-12,2018-01-13,Haro Shredder 20 - 2017,209.99,2,335.98,2018,1,125.99,84.00000000000003,25.0,Regular,2018-01
Sharie,Merrick,sharie.whitaker@hotmail.com,702,1227,2017-11-04,2017-11-06,Trek Precaliber 16 Girls - 2017,209.99,2,335.98,2017,11,125.99,84.00000000000003,25.0,Regular,2017-11
Blanca,Ozone Park,blanca.hooper@msn.com,367,779,2017-03-15,2017-03-18,Trek Precaliber 16 Girls - 2017,209.99,2,335.98,2017,3,125.99,84.00000000000003,25.0,Regular,2017-03
Michel,Forney,michel.blankenship@msn.com,207,713,2017-02-13,2017-02-15,Haro Shredder 20 Girls - 2017,209.99,2,335.98,2017,2,125.99,84.00000000000003,25.0,Regular,2017-02
Lorraine,San Carlos,lorraine.marks@msn.com,1020,904,2017-05-23,2017-05-24,Haro Shredder 20 - 2017,209.99,2,335.98,2017,5,125.99,84.00000000000003,25.0,Regular,2017-05
Kaley,Palos Verdes Peninsula,kaley.blanchard@msn.com,571,1237,2017-11-09,2017-11-11,Trek Precaliber 12 Boys - 2017,189.99,2,341.98,2017,11,113.99,114.00000000000003,33.34,Regular,2017-11
Janelle,Richmond Hill,janelle.maldonado@gmail.com,647,1188,2017-10-15,2017-10-17,Trek Precaliber 12 Boys - 2017,189.99,2,341.98,2017,10,113.99,114.00000000000003,33.34,Regular,2017-10
Willetta,East Elmhurst,willetta.murphy@msn.com,1401,1293,2017-12-10,2017-12-11,Trek Precaliber 12 Girls - 2017,189.99,2,341.98,2017,12,113.99,114.00000000000003,33.34,Regular,2017-12
Nanette,Glendora,nanette.roman@yahoo.com,1251,815,2017-04-03,2017-04-04,Trek Precaliber 12 Boys - 2017,189.99,2,341.98,2017,4,113.99,114.00000000000003,33.34,Regular,2017-04
Elease,Oswego,elease.dejesus@gmail.com,902,864,2017-04-28,2017-04-29,Haro Flightline One ST - 2017,379.99,1,341.99,2017,4,227.99,114.0,33.33,New,2017-04
Ilda,Kingston,ilda.roberson@aol.com,777,1048,2017-08-08,2017-08-09,Haro Flightline One ST - 2017,379.99,1,341.99,2017,8,227.99,114.0,33.33,New,2017-08
Garland,Amsterdam,garland.weaver@gmail.com,480,324,2016-07-20,2016-07-23,Pure Cycles Vine 8-Speed - 2016,429.0,1,343.2,2016,7,257.4,85.80000000000001,25.0,New,2016-07
Tad,Niagara Falls,tad.gardner@hotmail.com,789,1154,2017-09-30,2017-10-03,Pure Cycles Vine 8-Speed - 2016,429.0,1,343.2,2017,9,257.4,85.80000000000001,25.0,New,2017-09
Dewayne,Webster,dewayne.herring@aol.com,1397,423,2016-09-06,2016-09-09,Pure Cycles Vine 8-Speed - 2016,429.0,1,343.2,2016,9,257.4,85.80000000000001,25.0,New,2016-09
Darren,Coachella,darren.witt@aol.com,348,40,2016-01-27,2016-01-29,Pure Cycles Vine 8-Speed - 2016,429.0,1,343.2,2016,1,257.4,85.80000000000001,25.0,New,2016-01
Jeannie,Franklin Square,jeannie.wilcox@yahoo.com,397,80,2016-02-17,2016-02-19,Pure Cycles Vine 8-Speed - 2016,429.0,1,343.2,2016,2,257.4,85.80000000000001,25.0,New,2016-02
